station_uid,live_provider_key,provider,source_system,station_type,station_type_label,provider_station_id,station_name,state,county,river_basin,huc,elevation_ft,latitude,longitude,lat_lon,record_start_date,record_start_year,record_end_date,record_end_year,period_of_record,station_status,nrcs_site_num,nrcs_station_triplet,nrcs_shef_id,cdec_id,operator_agency,owner_agency,official_station_url,official_data_url,source_metadata_url
NRCS_snotel_462,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,462,Ebbetts Pass,CA,Alpine,,160502010104,8660,38.5497,-119.8047,"38.549700, -119.804700",1978-10-01,1978,,,1978–present,active,462,462:CA:SNTL,EBTC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=462,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=462,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_463,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,463,Echo Peak,CA,El Dorado,,160501010303,7650,38.849,-120.0795,"38.849000, -120.079500",1980-10-01,1980,,,1980–present,active,463,463:CA:SNTL,ECOC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=463,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=463,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_473,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,473,Fallen Leaf,CA,El Dorado,,160501010401,6250,38.93403,-120.0545,"38.934030, -120.054500",1979-10-01,1979,,,1979–present,active,473,473:CA:SNTL,FLFC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=473,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=473,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1049,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1049,Forestdale Creek,CA,Alpine,,160502010301,8050,38.68245,-119.9597,"38.682450, -119.959700",2003-10-01,2003,,,2003–present,active,1049,1049:CA:SNTL,FDCC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1049,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1049,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1277,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1277,Fredonyer Peak,CA,Lassen,,180800030304,7220,40.68799,-120.608,"40.687990, -120.608000",2016-10-07,2016,,,2016–present,active,1277,1277:CA:SNTL,FPKC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1277,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1277,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_508,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,508,Hagans Meadow,CA,El Dorado,,160501010302,7740,38.8519,-119.9374,"38.851900, -119.937400",1978-10-01,1978,,,1978–present,active,508,508:CA:SNTL,HGNC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=508,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=508,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_518,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,518,Heavenly Valley,CA,El Dorado,,160501010302,8540,38.92431,-119.9164,"38.924310, -119.916400",1978-10-01,1978,,,1978–present,active,518,518:CA:SNTL,HVNC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=518,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=518,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1050,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1050,Horse Meadow,CA,Alpine,,160502010302,8580,38.83652,-119.8873,"38.836520, -119.887300",2003-10-10,2003,,,2003–present,active,1050,1050:CA:SNTL,HORC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1050,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1050,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_539,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,539,Independence Camp,CA,Sierra,,160501020102,6970,39.45269,-120.2937,"39.452690, -120.293700",1978-10-01,1978,,,1978–present,active,539,539:CA:SNTL,ICPC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=539,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=539,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_540,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,540,Independence Creek,CA,Sierra,,160501020102,6440,39.49001,-120.2823,"39.490010, -120.282300",1980-10-01,1980,,,1980–present,active,540,540:CA:SNTL,ICKC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=540,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=540,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_541,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,541,Independence Lake,CA,Nevada,,160501020104,8340,39.42752,-120.3134,"39.427520, -120.313400",1978-10-01,1978,,,1978–present,active,541,541:CA:SNTL,ILKC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=541,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=541,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_574,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,574,Leavitt Lake,CA,Mono,,160503020104,9600,38.27594,-119.6128,"38.275940, -119.612800",1989-10-01,1989,,,1989–present,active,574,574:CA:SNTL,LELC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=574,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=574,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_575,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,575,Leavitt Meadows,CA,Mono,,160503020104,7200,38.30367,-119.5511,"38.303670, -119.551100",1980-10-01,1980,,,1980–present,active,575,575:CA:SNTL,LVTC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=575,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=575,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_587,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,587,Lobdell Lake,CA,Mono,,160503020201,9260,38.43745,-119.3657,"38.437450, -119.365700",1978-10-01,1978,,,1978–present,active,587,587:CA:SNTL,LOBC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=587,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=587,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1331,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1331,Lost Lakes,CA,Alpine,,160502010301,8640,38.64745,-119.9514,"38.647450, -119.951400",2024-09-16,2024,,,2024–present,active,1331,1331:CA:SNTL,LLXC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1331,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1331,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_633,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,633,Monitor Pass,CA,Alpine,,160502010201,8320,38.6683,-119.6087,"38.668300, -119.608700",1990-10-01,1990,,,1990–present,active,633,633:CA:SNTL,MNPC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=633,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=633,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_784,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,784,Palisades Tahoe,CA,Placer,,160501020202,8010,39.18986,-120.2658,"39.189860, -120.265800",1979-10-01,1979,,,1979–present,active,784,784:CA:SNTL,SQWC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=784,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=784,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_697,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,697,Poison Flat,CA,Alpine,,160502010102,7730,38.50576,-119.6262,"38.505760, -119.626200",1980-10-01,1980,,,1980–present,active,697,697:CA:SNTL,XXXC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=697,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=697,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_724,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,724,Rubicon #2,CA,El Dorado,,160501010402,7560,38.99927,-120.1314,"38.999270, -120.131400",1980-10-01,1980,,,1980–present,active,724,724:CA:SNTL,RUBC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=724,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=724,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_771,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,771,Sonora Pass,CA,Mono,,160503020104,8770,38.31021,-119.6003,"38.310210, -119.600300",1978-10-01,1978,,,1978–present,active,771,771:CA:SNTL,SRAC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=771,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=771,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_778,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,778,Spratt Creek,CA,Alpine,,160502010107,6060,38.66627,-119.8174,"38.666270, -119.817400",1983-10-01,1983,,,1983–present,active,778,778:CA:SNTL,SPCC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=778,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=778,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1258,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1258,State Line,CA,Modoc,,180102040201,5690,41.98609,-120.7157,"41.986090, -120.715700",2014-06-17,2014,,,2014–present,active,1258,1258:CA:SNTL,TATC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1258,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1258,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1052,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1052,Summit Meadow,CA,Mono,,160503020203,9360,38.39747,-119.5352,"38.397470, -119.535200",2003-10-01,2003,,,2003–present,active,1052,1052:CA:SNTL,SDWC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1052,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1052,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_809,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,809,Tahoe City Cross,CA,Placer,,160501010101,6760,39.17162,-120.1536,"39.171620, -120.153600",1980-10-01,1980,,,1980–present,active,809,809:CA:SNTL,THOC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=809,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=809,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_834,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,834,Truckee #2,CA,Placer,,160501020204,6500,39.30087,-120.1841,"39.300870, -120.184100",1980-10-01,1980,,,1980–present,active,834,834:CA:SNTL,TRUC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=834,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=834,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_846,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,846,Virginia Lakes Ridge,CA,Mono,,160503010103,9400,38.07298,-119.2343,"38.072980, -119.234300",1978-10-01,1978,,,1978–present,active,846,846:CA:SNTL,VGAC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=846,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=846,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_848,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,848,Ward Creek #3,CA,Placer,,160501010403,6750,39.13545,-120.2187,"39.135450, -120.218700",1979-10-01,1979,,,1979–present,active,848,848:CA:SNTL,WRDC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=848,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=848,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1317,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1317,Willow Flat CA,CA,Mono,,160503020103,8220,38.27203,-119.4512,"38.272030, -119.451200",2023-09-13,2023,,,2023–present,active,1317,1317:CA:SNTL,WFSC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1317,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1317,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_321,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,321,Bear Creek,NV,Elko,,170501020301,8090,41.83391,-115.4528,"41.833910, -115.452800",1976-03-01,1976,,,1976–present,active,321,321:NV:SNTL,BERN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=321,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=321,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_334,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,334,Berry Creek,NV,White Pine,,160600081301,9350,39.31917,-114.6228,"39.319170, -114.622800",1980-10-01,1980,,,1980–present,active,334,334:NV:SNTL,BRCN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=334,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=334,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_336,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,336,Big Bend,NV,Elko,,170501040104,6890,41.76168,-115.6931,"41.761680, -115.693100",1978-10-01,1978,,,1978–present,active,336,336:NV:SNTL,BIGN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=336,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=336,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_337,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,337,Big Creek Sum,NV,Lander,,160401070303,8710,39.29148,-117.1151,"39.291480, -117.115100",1980-10-01,1980,,,1980–present,active,337,337:NV:SNTL,BCSN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=337,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=337,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_340,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,340,Big Meadow,NV,Washoe,,160501020505,8240,39.455,-119.9422,"39.455000, -119.942200",1983-10-01,1983,,,1983–present,active,340,340:NV:SNTL,BMWN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=340,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=340,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1155,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1155,Bird Creek,NV,White Pine,,160600081304,7530,39.46138,-114.6486,"39.461380, -114.648600",2011-10-01,2011,,,2011–present,active,1155,1155:NV:SNTL,BIRN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1155,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1155,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1111,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1111,Bristlecone Trail,NV,Clark,,150100150206,8900,36.31575,-115.6954,"36.315750, -115.695400",2008-10-01,2008,,,2008–present,active,1111,1111:NV:SNTL,BRSN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1111,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1111,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_373,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,373,Buckskin Lower,NV,Humboldt,,160401090502,6920,41.75067,-117.5318,"41.750670, -117.531800",1980-10-01,1980,,,1980–present,active,373,373:NV:SNTL,BKLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=373,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=373,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1152,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1152,Cave Mountain,NV,White Pine,,160600080402,10580,39.16337,-114.6133,"39.163370, -114.613300",2011-10-01,2011,,,2011–present,active,1152,1152:NV:SNTL,CAVN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1152,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1152,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1204,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1204,Columbia Basin,NV,Elko,,170501050503,6490,41.67167,-116.0703,"41.671670, -116.070300",2011-12-23,2011,,,2011–present,active,1204,1204:NV:SNTL,CMBN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1204,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1204,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1209,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1209,Corduroy Flat,NV,White Pine,,160600121206,8640,38.99651,-115.4248,"38.996510, -115.424800",2011-12-23,2011,,,2011–present,active,1209,1209:NV:SNTL,CORN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1209,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1209,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_417,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,417,Corral Canyon,NV,Elko,,160401030401,8440,40.27551,-115.5402,"40.275510, -115.540200",1978-10-01,1978,,,1978–present,active,417,417:NV:SNTL,COLN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=417,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=417,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1210,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1210,Defiance Mines,NV,White Pine,,160600081002,9310,39.08527,-114.8998,"39.085270, -114.899800",2011-12-22,2011,,,2011–present,active,1210,1210:NV:SNTL,DEFN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1210,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1210,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_443,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,443,Diamond Peak,NV,Eureka,,160600051503,8030,39.56361,-115.8442,"39.563610, -115.844200",1983-10-01,1983,,,1983–present,active,443,443:NV:SNTL,DPKN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=443,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=443,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_445,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,445,Disaster Peak,NV,Humboldt,,160402010201,6260,41.96737,-118.1893,"41.967370, -118.189300",1980-10-01,1980,,,1980–present,active,445,445:NV:SNTL,DSPN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=445,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=445,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_453,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,453,Dorsey Basin,NV,Elko,,160401010604,7900,40.89343,-115.211,"40.893430, -115.211000",1978-10-01,1978,,,1978–present,active,453,453:NV:SNTL,DRBN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=453,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=453,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_454,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,454,Draw Creek,NV,Elko,,160401010403,7300,41.661,-115.3234,"41.661000, -115.323400",1983-10-01,1983,,,1983–present,active,454,454:NV:SNTL,DRCN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=454,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=454,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1243,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1243,Dry Creek,NV,Elko,,160401010601,6550,40.8638,-115.2201,"40.863800, -115.220100",2013-10-01,2013,,,2013–present,active,1243,1243:NV:SNTL,DRKN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1243,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1243,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_476,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,476,Fawn Creek,NV,Elko,,170501040304,7040,41.82098,-116.1015,"41.820980, -116.101500",1980-10-01,1980,,,1980–present,active,476,476:NV:SNTL,FWCN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=476,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=476,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1262,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1262,Fry Canyon,NV,Elko,,160401020101,6790,41.58008,-115.9364,"41.580080, -115.936400",2014-10-08,2014,,,2014–present,active,1262,1262:NV:SNTL,FRYN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1262,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1262,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1195,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1195,Golconda,NV,Humboldt,,160401080102,6640,40.88358,-117.5881,"40.883580, -117.588100",2011-10-01,2011,,,2011–present,active,1195,1195:NV:SNTL,GLCN2,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1195,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1195,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
